;Agnadello, Marconi, 6;Annicco, Giuseppe Garibaldi, 6;Bagnolo Cremasco, Roma, 3;Bonemerse, Roma, 25;Camisano, Trieste, 57;Capergnanica, XI febbraio, 7;Capralba, Piave, 2;Casalbuttano ed Uniti, Jacini, 23;Casale Cremasco-Vidolasco, Roma, 56;Casalmaggiore, Guglielmo Marconi, 8;Casalpusterlengo, Pusterla 7;Castelleone, Roma, 67;Castelverde, Ubaldo Ferrari, 15;Cingia de' Botti, Giuseppina, 79;Crema, Civerchi, 9;Crema, Dante Alighieri, 49;Cremona, Ugolani Dati, 4;Dovera, Oldrini 2;Fiesco, Giuseppe Parini, 10;Gadesco-Pieve Delmona, Giovanni Lonati 9;Grontardo, Roma, 16;Grumello Cremonese ed Uniti, Roma, 2;Gussola, Comaschi, 1;Isola Dovarese, Giacomo Matteotti, 1;Izano, Gerardo da Izano, 4/C;Madignano, Portici, 4;Martignana di Po, Libertà, 64;Monte Cremasco, Roma, 12;Montodine,  XXV Aprile, 10;Offanengo, Clavelli Martini, 5;Ostiano, Mazzini, 1;Paderno Ponchielli, Municipio, 3;Palazzo Pignano, Marco Polo, 31;Pandino, Castello, 15;Persico Dosimo, Albert ,7;Pescarolo ed Uniti, Giuseppe Mazzini, 73;Piadena, Platina, 40;Pianengo, Nenni;Pizzighettone, Giuseppe Garibaldi, 18;Manerbio, INSURREZIONE NAZIONALE;Viadana, A. Manzoni, 2;Ricengo, Guglielmo Marconi;Ripalta Cremasca, Roma, 5;Rivarolo del Re ed Uniti, Giovanni XXIII, 5;Rivolta d'Adda, Stefano Renzi, 5;Romanengo, Guaiarini, 14;San Bassano, Mons. Frosi;San Giovanni in Croce, Feudatari, 25 A;Scandolara Ravara, Italia;Sergnano, IV Novembre,  10;Sesto ed Uniti, Roma, 4;Solarolo Rainerio, Giuseppina, 81;Soncino, Dante Alighieri, 23;Soresina, Giacomo Matteotti, 6;Sospiro, Tosi;Spino d'Adda, Circonvallazione, 13;Trescore Cremasco, Vittorio Veneto, 1;Trigolo, Roma, 26;Vaiano Cremasco,  Gloriosi Caduti, 3;Vailate, Dante Alighieri, 7;Vescovato, Roma, 44;Cremona, Felice Cavallotti, 2;Cremona, Palosca n. 2;Casaletto Vaprio, Maggiore, 7;Cremona, Sesto 39
Manerbio, INSURREZIONE NAZIONALE;2064.0;133.0;1520.0;2424.0;630.0;1238.0;3380.0;721.0;110.0;4955.6;0.0;4401.6;329.0;1822.5;80704.0;0;161.2;990.0;1099.0;676.0;441.0;645.0;1716.0;2691.0;270.0;5481.0;598.5;1928.0;2660.0;20581.6;275.6;42.0;1211.0;4034.8;5132.4;3707.6;5007.6;4164.0;1867.2;0.0;0.0;4005.0;4970.0;240.0;4824.4;1127.0;0.0;3853.2;0.0;3610.0;345.0;3192.8;10638.6;8131.2;6672.0;2214.8;1396.0;1065.0;754.0;198.0;2444.0;600.0;147.0;54.0;5940.0
Viadana, A. Manzoni, 2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Ricengo, Guglielmo Marconi;68.0;4.0;44.0;4.0;14.0;28.0;91.0;2.0;7.0;12.0;0.0;81.0;4.0;6.0;380.0;0;4.0;24.0;18.0;2.0;0.0;7.0;6.0;15.0;6.0;62.0;3.0;96.0;84.0;96.0;0.0;4.0;8.0;90.0;14.0;22.0;20.0;9.0;40.0;252.0;0.0;140.0;161.0;2.0;48.0;4.0;0.0;20.0;0.0;56.0;0.0;20.0;135.0;94.5;14.0;36.0;48.0;14.0;24.0;0.0;8.0;0.0;0.0;8.0;27.0
Ripalta Cremasca, Roma, 5;20.0;0.0;32.0;1.0;7.0;24.0;28.0;2.0;7.0;10.0;0.0;54.0;0.0;9.0;285.0;0;2.0;4.0;8.0;4.0;3.0;0.0;1.0;18.0;0.0;18.0;3.0;32.0;21.0;64.0;0.0;0.0;16.0;42.0;20.0;4.0;4.0;4.0;20.0;260.0;0.0;14.0;105.0;3.0;21.0;6.0;0.0;18.0;0.0;42.0;0.0;6.0;81.0;40.5;10.0;15.0;116.0;21.0;8.0;0.0;4.0;2.0;0.0;0.0;9.0
Rivarolo del Re ed Uniti, Giovanni XXIII, 5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Rivolta d'Adda, Stefano Renzi, 5;486.0;48.0;508.5;265.0;20.0;297.0;264.0;276.0;16.0;428.4;0.0;765.0;78.0;150.5;9432.0;0;21.0;301.5;282.0;88.2;35.0;36.0;110.0;294.0;31.5;1224.0;45.5;495.0;340.0;1730.4;33.6;24.0;264.0;1097.2;634.2;252.0;487.2;420.0;186.2;6892.2;0.0;364.0;372.0;45.0;795.6;354.0;0.0;273.0;0.0;324.0;20.0;193.2;2150.0;1360.0;675.0;592.8;283.5;52.0;220.5;5.0;218.4;75.0;30.0;4.5;745.5
Romanengo, Guaiarini, 14;42.0;14.0;6.0;24.0;0.0;10.0;45.0;7.0;0.0;35.0;0.0;48.0;14.0;9.0;656.0;0;7.0;18.0;21.0;7.0;1.0;0.0;30.0;8.0;3.0;210.0;3.0;44.0;35.0;182.0;0.0;7.0;21.0;193.5;38.5;42.0;63.0;72.0;21.0;402.5;0.0;60.0;80.0;6.0;99.0;224.0;0.0;21.0;0.0;105.0;0.0;17.5;228.0;180.0;108.0;76.5;18.0;5.0;10.0;0.0;21.0;12.0;14.0;0.0;15.0
San Bassano, Mons. Frosi;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;1.0;12.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;7.0;4.5;0.0;0.0;0.0;6.0;0.0;3.5;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;3.5;0.0;6.0;0.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
San Giovanni in Croce, Feudatari, 25 A;52.0;24.5;54.0;84.0;25.0;18.0;135.0;17.5;10.0;83.2;0.0;168.0;7.0;90.0;1616.0;0;5.2;42.0;49.0;26.0;13.5;25.0;78.0;103.5;0.0;182.0;18.0;94.0;170.0;780.0;15.6;3.5;35.0;182.0;182.0;187.2;135.2;144.0;81.6;1258.4;0.0;100.0;190.0;24.0;72.8;56.0;0.0;343.2;0.0;65.0;0.0;93.6;315.0;172.2;288.0;100.8;56.0;30.0;18.0;0.0;93.6;12.0;0.0;0.0;148.5
Scandolara Ravara, Italia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sergnano, IV Novembre,  10;348.0;16.0;284.0;38.0;42.0;100.0;441.0;32.0;21.0;122.0;0.0;387.0;20.0;108.0;2315.0;0;40.0;160.0;46.0;16.0;42.0;119.0;23.0;123.0;9.0;252.0;18.0;592.0;546.0;628.0;12.0;2.0;50.0;471.0;160.0;170.0;160.0;72.0;190.0;728.0;0.0;357.0;644.0;15.0;210.0;62.0;0.0;100.0;0.0;273.0;0.0;72.0;747.0;621.0;80.0;189.0;228.0;70.0;132.0;0.0;106.0;5.0;10.0;8.0;195.0
Sesto ed Uniti, Roma, 4;12.0;2.0;8.0;0.0;7.0;4.0;0.0;0.0;0.0;6.0;0.0;13.5;2.0;6.0;92.5;0;2.0;0.0;0.0;0.0;0.0;7.0;0.0;15.0;0.0;2.0;0.0;8.0;0.0;6.0;2.0;0.0;0.0;21.0;8.0;6.0;4.0;3.0;15.0;26.0;0.0;21.0;35.0;0.0;3.0;2.0;0.0;8.0;0.0;28.0;28.0;4.0;36.0;67.5;4.0;6.0;12.0;7.0;4.0;0.0;4.0;0.0;0.0;0.0;15.0
Solarolo Rainerio, Giuseppina, 81;60.0;10.5;44.0;138.0;30.0;40.0;190.0;17.5;0.0;130.0;0.0;231.0;7.0;193.5;1824.0;0;10.4;42.0;21.0;20.8;63.0;20.0;54.0;90.0;0.0;203.0;31.5;152.0;175.0;811.2;5.2;0.0;24.5;212.8;228.8;140.4;130.0;216.0;134.4;884.0;0.0;125.0;165.0;42.0;78.4;87.5;0.0;244.4;0.0;110.0;5.0;150.8;369.6;218.4;222.0;81.2;46.0;35.0;20.0;6.0;119.6;18.0;0.0;4.0;130.5
Soncino, Dante Alighieri, 23;132.0;22.5;63.0;56.0;18.0;39.0;48.0;22.5;12.0;61.6;0.0;156.0;4.5;32.0;1158.4;0;11.2;42.0;49.5;5.6;10.0;6.0;14.0;32.0;0.0;238.5;2.0;99.0;84.0;282.8;2.8;0.0;63.0;239.4;64.4;64.4;42.0;98.0;40.0;910.0;0.0;114.0;210.0;7.0;144.4;76.5;0.0;56.0;0.0;150.0;0.0;33.6;603.2;379.6;119.0;98.8;60.0;90.0;15.0;0.0;25.2;10.5;13.5;3.0;48.0
Soresina, Giacomo Matteotti, 6;126.0;63.0;60.0;24.5;12.0;30.0;84.0;126.0;0.0;44.8;0.0;187.2;27.0;22.0;1068.8;0;16.8;39.0;126.0;16.8;8.0;24.0;42.0;22.0;4.0;234.0;6.0;90.0;114.0;310.8;2.8;9.0;45.0;171.0;53.2;50.4;53.2;98.0;68.0;868.0;0.0;42.0;198.0;3.5;133.0;49.5;0.0;50.4;0.0;144.0;0.0;30.8;291.2;436.8;101.5;98.8;51.0;36.0;36.0;0.0;25.2;14.0;0.0;0.0;46.0
Sospiro, Tosi;45.0;0.0;30.0;28.0;6.0;6.0;42.0;0.0;0.0;36.0;0.0;38.5;1.0;16.0;412.8;0;4.5;15.0;4.0;0.0;2.0;6.0;21.0;18.0;0.0;15.0;8.0;39.0;72.0;166.5;0.0;0.0;3.0;30.0;40.5;18.0;40.5;91.0;24.0;351.0;0.0;72.0;48.0;0.0;16.0;3.0;0.0;31.5;0.0;72.0;6.0;22.5;59.5;59.5;119.0;24.0;15.0;18.0;3.0;7.0;9.0;0.0;0.0;0.0;26.0
Spino d'Adda, Circonvallazione, 13;292.5;54.0;274.5;60.0;24.0;58.5;72.0;78.0;4.0;100.8;0.0;410.0;12.0;94.5;2515.2;0;4.2;112.5;78.0;16.8;38.5;20.0;90.0;94.5;3.5;414.0;7.0;603.0;168.0;819.0;12.6;6.0;132.0;551.2;142.8;172.2;176.4;240.0;41.8;1146.6;0.0;184.0;228.0;20.0;431.6;96.0;0.0;142.8;0.0;96.0;0.0;75.6;630.0;615.0;435.0;249.6;135.0;64.0;85.5;0.0;100.8;30.0;30.0;4.5;164.5
Trescore Cremasco, Vittorio Veneto, 1;105.0;15.0;77.0;32.0;3.0;63.0;51.0;20.0;0.0;30.0;0.0;84.0;0.0;12.0;1166.0;0;25.0;28.0;15.0;15.0;0.0;0.0;20.0;66.0;30.0;170.0;0.0;77.0;24.0;335.0;0.0;0.0;65.0;198.0;65.0;30.0;45.0;80.0;27.0;895.0;0.0;12.0;87.0;4.0;150.0;15.0;0.0;50.0;0.0;45.0;0.0;20.0;100.0;104.0;96.0;42.0;224.0;18.0;28.0;0.0;40.0;12.0;0.0;0.0;138.0
Trigolo, Roma, 26;64.0;2.0;16.0;9.0;7.0;12.0;56.0;2.0;0.0;8.0;0.0;67.5;2.0;6.0;250.0;0;4.0;16.0;8.0;2.0;3.0;14.0;0.0;12.0;9.0;32.0;3.0;68.0;77.0;72.0;0.0;2.0;8.0;36.0;18.0;24.0;22.0;6.0;10.0;66.0;0.0;28.0;84.0;1.0;15.0;6.0;0.0;0.0;0.0;28.0;7.0;0.0;81.0;94.5;11.0;12.0;8.0;126.0;4.0;0.0;2.0;0.0;0.0;0.0;21.0
Vaiano Cremasco,  Gloriosi Caduti, 3;35.0;5.0;42.0;24.0;0.0;35.0;36.0;5.0;0.0;20.0;0.0;56.0;0.0;30.0;693.0;0;15.0;28.0;0.0;5.0;0.0;3.0;16.0;18.0;0.0;60.0;6.0;105.0;39.0;240.0;0.0;0.0;5.0;138.0;25.0;25.0;15.0;36.0;9.0;525.0;0.0;27.0;30.0;4.0;42.0;20.0;0.0;30.0;0.0;12.0;0.0;25.0;100.0;32.0;32.0;30.0;35.0;6.0;196.0;0.0;30.0;4.0;0.0;7.0;60.0
Vailate, Dante Alighieri, 7;60.0;0.0;21.0;14.0;18.0;3.0;48.0;1.0;0.0;18.0;0.0;84.0;2.0;8.0;585.6;0;4.5;27.0;7.0;4.5;0.0;18.0;14.0;22.0;2.0;11.0;2.0;39.0;18.0;261.0;0.0;0.0;8.0;44.0;54.0;13.5;40.5;84.0;16.0;841.5;0.0;42.0;102.0;7.0;26.0;3.0;0.0;45.0;0.0;36.0;6.0;18.0;63.0;84.0;126.0;24.0;42.0;30.0;30.0;336.0;40.5;7.0;0.0;0.0;18.0
Vescovato, Roma, 44;48.0;3.5;52.0;126.0;40.0;26.0;95.0;24.5;0.0;145.6;0.0;172.2;17.5;72.0;1276.0;0;5.2;22.0;14.0;20.8;40.5;10.0;84.0;72.0;0.0;192.5;9.0;72.0;110.0;452.4;20.8;0.0;38.5;235.2;130.0;197.6;104.0;156.0;67.2;1326.0;0.0;145.0;100.0;30.0;126.0;59.5;0.0;124.8;0.0;55.0;5.0;72.8;340.2;235.2;246.0;98.0;26.0;10.0;8.0;6.0;176.8;18.0;0.0;0.0;112.5
Cremona, Felice Cavallotti, 2;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.5;0.0;0.0;2.0;4.0;0.0;4.5;0.0;0.0;0.0;40.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;14.0;2.0;0.0;6.0;3.0;0.0;0.0;21.0;1.0;0.0;2.0
Cremona, Palosca n. 2;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;6.0;9.0;0.0;0.0;0.0;0.0;0.0;6.0;7.0;0.0;0.0
Casaletto Vaprio, Maggiore, 7;35.0;5.0;42.0;0.0;3.0;7.0;15.0;0.0;0.0;10.0;0.0;28.0;0.0;12.0;280.5;0;10.0;7.0;20.0;0.0;0.0;0.0;4.0;12.0;12.0;40.0;0.0;28.0;9.0;45.0;0.0;0.0;10.0;30.0;20.0;10.0;10.0;28.0;9.0;145.0;0.0;12.0;18.0;0.0;18.0;0.0;0.0;15.0;0.0;3.0;0.0;5.0;16.0;16.0;12.0;24.0;35.0;0.0;7.0;0.0;20.0;0.0;0.0;77.0;6.0
Cremona, Sesto 39;3.0;6.0;2.0;20.0;0.0;4.0;24.0;0.0;0.0;24.0;0.0;15.0;0.0;28.0;484.8;0;6.0;0.0;36.0;6.0;14.0;8.0;5.0;28.0;14.0;42.0;0.0;8.0;4.0;114.0;0.0;0.0;0.0;24.5;36.0;12.0;36.0;10.0;11.0;930.0;0.0;12.0;20.0;0.0;38.5;12.0;0.0;48.0;0.0;28.0;0.0;30.0;95.0;50.0;40.0;7.0;4.0;0.0;1.0;0.0;12.0;5.0;0.0;0.0;364.0
