;Agnadello, Marconi, 6;Annicco, Giuseppe Garibaldi, 6;Bagnolo Cremasco, Roma, 3;Bonemerse, Roma, 25;Camisano, Trieste, 57;Capergnanica, XI febbraio, 7;Capralba, Piave, 2;Casalbuttano ed Uniti, Jacini, 23;Casale Cremasco-Vidolasco, Roma, 56;Casalmaggiore, Guglielmo Marconi, 8;Casalpusterlengo, Pusterla 7;Castelleone, Roma, 67;Castelverde, Ubaldo Ferrari, 15;Cingia de' Botti, Giuseppina, 79;Crema, Civerchi, 9;Cremona, Ugolani Dati, 4;Dovera, Oldrini 2;Fiesco, Giuseppe Parini, 10;Gadesco-Pieve Delmona, Giovanni Lonati 9;Grontardo, Roma, 16;Grumello Cremonese ed Uniti, Roma, 2;Gussola, Comaschi, 1;Isola Dovarese, Giacomo Matteotti, 1;Izano, Gerardo da Izano, 4/C;Madignano, Portici, 4;Martignana di Po, Libertà, 64;Monte Cremasco, Roma, 12;Montodine,  XXV Aprile, 10;Offanengo, Clavelli Martini, 5;Ostiano, Mazzini, 1;Paderno Ponchielli, Municipio, 3;Palazzo Pignano, Marco Polo, 31;Pandino, Castello, 15;Persico Dosimo, Albert ,7;Pescarolo ed Uniti, Giuseppe Mazzini, 73;Piadena, Platina, 40;Pianengo, Nenni;Pizzighettone, Giuseppe Garibaldi, 18;Manerbio, INSURREZIONE NAZIONALE;Viadana, A. Manzoni, 2;Ricengo, Guglielmo Marconi;Ripalta Cremasca, Roma, 5;Rivarolo del Re ed Uniti, Giovanni XXIII, 5;Rivolta d'Adda, Stefano Renzi, 5;Romanengo, Guaiarini, 14;San Bassano, Mons. Frosi;San Giovanni in Croce, Feudatari, 25 A;Scandolara Ravara, Italia;Sergnano, IV Novembre,  10;Sesto ed Uniti, Roma, 4;Solarolo Rainerio, Giuseppina, 81;Soncino, Dante Alighieri, 23;Soresina, Giacomo Matteotti, 6;Sospiro, Tosi;Spino d'Adda, Circonvallazione, 13;Trescore Cremasco, Vittorio Veneto, 1;Trigolo, Roma, 26;Vaiano Cremasco,  Gloriosi Caduti, 3;Vailate, Dante Alighieri, 7;Vescovato, Roma, 44;Cremona, Felice Cavallotti, 2;Cremona, Palosca n. 2;Casaletto Vaprio, Maggiore, 7;Cremona, Sesto 39
Gussola, Comaschi, 1;3;0;3;1;2;0;2;1;1;2;0;4;0;1;24;3;1;1;0;1;0;0;2;1;4;2;1;1;11;0;0;0;9;1;1;3;2;0;11;0;1;1;1;2;1;0;5;0;0;0;3;5;5;2;1;0;0;9;0;2;1;0;0;1
Isola Dovarese, Giacomo Matteotti, 1;1;0;0;1;3;3;0;0;0;1;0;3;0;1;24;1;1;1;0;0;0;0;0;0;2;0;0;1;5;0;0;0;2;0;2;2;0;0;19;0;0;0;0;0;0;0;3;0;1;0;1;7;6;1;2;0;0;1;0;2;1;0;0;0
Izano, Gerardo da Izano, 4/C;0;0;0;0;0;0;0;0;0;0;0;1;1;0;5;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;8;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;0;0;0;0;0;1;0;0;0;0
Madignano, Portici, 4;4;1;1;2;0;5;1;1;0;3;0;6;0;2;52;3;0;7;1;0;0;1;2;1;0;0;3;3;9;0;0;3;3;1;5;2;4;1;48;0;0;2;0;6;0;0;3;0;4;0;5;9;6;3;3;0;1;1;0;2;0;0;0;2
Martignana di Po, Libertà, 64;1;0;2;1;0;2;0;0;0;2;0;5;0;0;40;0;1;1;0;1;0;0;0;0;6;0;0;0;6;0;0;2;1;2;2;0;1;1;29;0;0;0;0;2;0;0;3;0;1;0;1;1;2;4;3;1;0;1;0;0;0;0;1;3
Monte Cremasco, Roma, 12;2;0;2;1;0;2;4;0;0;0;0;1;2;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;2;2;1;0;0;1;12;0;0;0;0;1;0;0;0;0;1;0;0;0;7;0;0;1;0;3;0;1;0;0;0;1
Montodine,  XXV Aprile, 10;1;1;0;0;0;1;0;0;0;0;0;2;1;1;9;0;0;2;0;0;0;0;1;0;3;0;2;0;5;0;0;1;1;1;0;1;1;2;6;0;0;2;0;1;0;0;1;0;0;0;0;2;3;0;2;0;0;1;0;0;0;0;0;0
Offanengo, Clavelli Martini, 5;21;3;20;6;5;13;10;1;1;13;0;27;2;7;244;9;4;11;8;0;3;12;12;1;51;0;9;16;0;0;0;10;66;17;14;14;14;8;148;0;4;12;1;18;15;0;12;0;18;0;13;37;32;50;16;8;3;14;0;15;1;0;0;19
Ostiano, Mazzini, 1;1;0;1;0;2;0;0;1;0;0;0;2;0;0;14;0;0;0;1;0;0;0;3;0;4;0;0;2;6;0;0;1;2;0;1;2;1;0;14;0;0;1;0;0;0;0;3;0;0;0;1;1;1;2;0;2;1;1;0;1;0;0;0;0
Paderno Ponchielli, Municipio, 3;1;0;0;0;0;0;0;0;0;0;0;0;1;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Palazzo Pignano, Marco Polo, 31;13;0;4;1;1;3;2;4;0;3;0;8;1;6;80;1;3;1;0;2;1;4;4;0;10;0;2;8;9;0;0;0;7;2;6;3;1;2;14;0;2;4;0;4;5;0;4;0;4;0;1;11;5;7;2;4;1;5;2;0;1;1;1;4
Pandino, Castello, 15;12;2;2;3;2;5;1;0;1;4;0;10;0;5;58;2;0;5;1;0;0;8;2;0;11;0;2;3;22;0;0;4;0;6;7;3;3;4;32;0;0;1;2;7;0;0;9;0;10;0;3;10;4;12;4;3;3;3;0;2;0;1;1;3
Persico Dosimo, Albert ,7;1;0;3;2;0;0;1;1;0;1;0;2;0;2;36;0;0;2;1;0;0;1;6;0;5;0;1;0;5;0;0;1;1;0;1;2;0;1;12;0;2;0;0;4;0;0;8;0;0;0;0;9;4;4;0;0;0;3;0;2;0;1;0;3
Pescarolo ed Uniti, Giuseppe Mazzini, 73;7;1;5;2;3;1;3;0;2;6;0;7;1;3;67;0;2;3;0;0;1;3;3;0;10;0;1;4;30;0;0;7;9;6;0;5;3;2;26;0;0;3;1;9;6;0;4;0;2;0;2;8;9;8;5;1;4;3;0;5;1;0;0;5
Piadena, Platina, 40;6;0;1;2;0;6;1;3;1;7;0;15;3;3;154;7;6;2;0;1;0;4;9;1;25;0;3;4;27;0;0;6;18;7;7;0;4;6;92;0;2;8;1;15;2;0;13;0;6;1;4;22;15;15;13;9;0;10;1;3;0;0;0;17
Pianengo, Nenni;4;0;2;3;0;4;4;0;0;3;0;10;0;1;32;2;3;10;1;0;0;1;2;1;5;0;2;2;16;0;0;3;9;4;1;1;0;1;26;0;2;5;0;4;4;0;9;0;3;0;0;12;5;2;2;0;0;3;0;2;0;0;0;3
Pizzighettone, Giuseppe Garibaldi, 18;3;2;1;3;0;3;4;1;0;0;0;5;2;3;59;2;1;1;1;0;1;0;7;0;5;0;1;2;13;0;0;2;12;5;3;2;4;0;64;0;1;3;0;7;0;0;2;0;2;2;1;5;4;2;7;3;1;1;0;0;0;0;0;4
Manerbio, INSURREZIONE NAZIONALE;175;10;123;58;33;160;65;23;1;156;0;230;23;66;3845;167;48;93;31;15;20;87;113;7;316;0;59;65;658;1;1;107;227;182;110;179;112;54;0;0;49;135;12;264;63;0;124;0;169;12;143;361;315;197;138;131;24;121;9;68;20;6;18;246
Viadana, A. Manzoni, 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ricengo, Guglielmo Marconi;2;0;1;0;1;2;0;0;0;0;0;0;0;0;21;0;0;4;0;0;0;0;0;1;8;0;0;1;6;0;0;0;2;0;1;0;0;0;20;0;0;1;0;2;0;0;0;0;0;0;3;1;1;1;0;2;0;1;0;0;0;0;0;1
Ripalta Cremasca, Roma, 5;0;0;0;0;0;4;0;0;0;2;0;2;0;1;25;1;0;3;2;0;0;0;1;0;2;0;1;2;4;0;0;1;2;2;0;0;1;1;18;0;0;0;0;1;1;0;3;0;1;0;0;0;1;1;1;5;0;0;0;0;1;0;0;1
Rivarolo del Re ed Uniti, Giovanni XXIII, 5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rivolta d'Adda, Stefano Renzi, 5;12;2;20;8;1;9;8;2;1;14;0;29;3;4;327;15;6;12;5;2;0;2;12;0;41;1;6;4;53;0;0;9;34;27;8;11;10;5;242;0;3;13;3;0;12;0;17;0;11;2;9;41;27;18;8;8;1;5;0;4;3;0;0;38
Romanengo, Guaiarini, 14;2;1;0;0;0;1;1;0;0;2;0;5;1;0;40;2;0;1;0;0;0;0;0;0;5;0;2;1;9;0;0;0;3;4;4;0;0;1;18;0;1;2;1;4;0;0;0;0;6;0;2;8;4;1;2;1;0;1;0;0;1;0;0;5
San Bassano, Mons. Frosi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
San Giovanni in Croce, Feudatari, 25 A;3;2;6;3;0;4;3;1;1;2;0;8;1;3;81;7;1;3;1;0;1;5;6;0;13;0;1;4;19;1;0;1;10;8;2;3;5;3;45;0;1;4;3;6;2;0;0;0;3;0;6;8;9;10;7;3;0;4;0;3;1;0;0;3
Scandolara Ravara, Italia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sergnano, IV Novembre,  10;21;1;15;7;2;6;12;0;1;9;0;15;5;6;195;7;8;6;3;0;5;7;6;0;25;0;2;15;50;1;1;10;20;19;13;13;12;5;52;0;6;17;3;19;5;0;10;0;0;0;7;27;9;14;12;13;2;9;0;8;0;1;1;13
Sesto ed Uniti, Roma, 4;0;0;0;0;0;1;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;1;0;0;0;0;1;0;0;0;0
Solarolo Rainerio, Giuseppina, 81;8;0;8;4;0;9;4;1;0;1;0;14;0;7;88;4;3;2;1;0;0;2;7;0;15;0;3;4;27;0;0;1;18;8;8;3;5;1;34;0;2;4;0;7;8;0;12;0;5;0;0;11;11;8;4;1;0;2;0;5;0;0;1;6
Soncino, Dante Alighieri, 23;6;1;3;2;0;2;1;0;0;5;0;3;1;2;67;3;3;5;0;1;0;1;3;0;9;0;3;1;17;0;0;4;4;1;5;2;3;0;61;0;2;3;0;8;1;0;2;0;5;0;1;0;14;2;3;2;1;2;0;2;1;0;0;0
Soresina, Giacomo Matteotti, 6;5;4;4;0;1;3;2;3;0;4;0;13;2;2;70;3;1;11;0;0;0;2;3;0;9;0;1;3;19;0;0;1;9;3;3;1;6;4;39;0;0;2;0;10;3;0;3;0;7;0;4;5;0;10;4;2;0;5;0;1;0;0;0;5
Sospiro, Tosi;3;0;3;0;0;1;1;0;0;2;0;3;1;1;20;0;1;3;0;0;1;1;2;0;0;0;2;4;5;0;0;2;3;2;1;2;1;2;11;0;0;0;0;2;1;0;2;0;1;0;0;2;2;0;1;0;0;0;0;1;0;0;0;4
Spino d'Adda, Circonvallazione, 13;7;5;20;1;1;3;3;1;0;4;0;20;1;8;99;4;1;5;2;1;1;7;8;0;8;0;6;8;30;0;0;3;21;6;8;12;7;2;39;0;2;4;2;19;4;0;6;0;4;0;2;13;19;17;0;2;1;4;0;5;3;1;1;4
Trescore Cremasco, Vittorio Veneto, 1;2;1;1;0;0;3;1;1;0;0;0;5;0;0;32;3;0;2;1;0;0;1;1;0;4;0;0;1;7;0;0;4;5;0;0;1;3;3;23;0;1;4;1;3;0;0;1;0;4;0;0;4;10;7;2;0;2;0;0;2;1;0;0;2
Trigolo, Roma, 26;6;0;1;0;0;2;0;0;0;2;0;5;1;0;11;0;0;2;0;0;0;0;0;0;3;0;0;1;4;0;0;0;2;3;3;1;1;0;4;0;1;0;0;1;1;0;0;0;0;0;0;1;2;2;2;1;0;0;0;0;0;0;0;0
Vaiano Cremasco,  Gloriosi Caduti, 3;1;0;1;0;0;1;2;0;0;2;0;1;0;0;22;0;0;0;0;0;0;0;0;0;3;0;0;1;10;0;0;0;6;0;2;1;1;1;19;0;1;2;1;2;2;0;0;0;2;0;1;4;2;2;1;1;0;0;0;0;0;0;1;1
Vailate, Dante Alighieri, 7;6;0;0;1;3;0;1;0;0;1;0;6;1;1;38;3;0;1;0;0;2;1;0;0;1;0;3;1;8;0;0;3;6;1;0;4;1;0;35;0;0;2;1;0;1;0;2;0;1;0;3;2;5;5;3;1;0;4;0;2;0;0;0;2
Vescovato, Roma, 44;5;0;8;1;0;3;6;0;0;1;0;14;2;1;59;1;0;3;0;2;0;2;1;0;14;0;1;3;14;0;0;1;22;4;16;3;5;3;38;0;0;3;1;16;5;0;8;0;3;0;2;15;15;12;3;4;0;2;0;0;0;0;0;1
Cremona, Felice Cavallotti, 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Cremona, Palosca n. 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Casaletto Vaprio, Maggiore, 7;0;0;1;0;0;0;1;0;0;0;0;1;0;1;15;1;0;0;0;0;0;0;1;0;3;0;0;1;1;0;0;0;1;2;0;0;1;1;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0
Cremona, Sesto 39;0;0;1;0;0;1;0;0;0;0;0;2;0;0;22;0;0;3;0;2;0;0;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;1;26;0;0;0;0;3;0;0;0;0;3;0;1;3;0;2;0;2;0;0;0;0;0;0;0;0
